id,label,n_tweets,n_mentions
1080,gumbywan,1,0
1081,pfeiffer__,2,0
1082,sorelauvreathem,1,0
1083,tiuz19,1,0
1084,_coffeedelight,1,0
1085,bitacora_solar,0,3
1086,khrissammy,1,0
1087,tkts,0,2
1088,enmegwa,1,0
1089,utdggc,0,3
1090,en_elle_,1,0
1091,_vitalnoise,1,0
1092,ricrane9418,4,0
1093,richardurvi,1,0
1094,jaaleroz,0,9
1095,troutshout,1,0
1096,mainecalling,0,1
1097,pascagiusy,1,0
1098,cyrillanathan,0,1
1099,ste31lu,1,0
1100,brujitalinda,1,0
1101,guildfordpride,2,0
1102,bmwgroup,0,1
1103,mendoza1111,1,0
1104,empwend,4,0
1105,iascio74,1,0
1106,swiftshawns,1,0
1107,creinnyc,1,0
1108,iamscotty88,1,0
1109,triz1031,1,0
1110,hopeline,0,1
1111,_imalive,0,1
1112,kidayears,1,0
1113,melissann19,1,0
1114,fplaction,0,1
1115,senatorrandolph,1,0
1116,insendems,0,1
1117,alexpmedina,1,0
1118,cidrojasjezael1,0,7
1119,iratzetzn,2,0
1120,kay_hallsworth,5,0
1121,rncompass,0,4
1122,royalnavy,0,2
1123,royalmarines,0,2
1124,persistentpengn,1,0
1125,rorymcguigan,1,0
1126,linknyc,0,1
1127,kimedwards151,1,0
1128,dog_rates,0,461
1129,joenglish,1,0
1130,medievaljenga,0,1
1131,epameten,1,0
1132,abruxadanovela,1,0
1133,afroliteraria,0,2
1134,nicholasarizza,1,0
1135,iiiiluciiii,1,0
1136,teemo11720111,2,0
1137,fanofthefurr,0,1
1138,datburrsteve,0,1
1139,bocachottito,1,0
1140,veeringcycle,0,4
1141,repthompson,1,1
1142,repdelbene,9,15
1143,lance_fogan,1,0
1144,anthonyramosar,2,1
1145,repespaillat,1,1
1146,amiemarie74,2,0
1147,nnedv,0,1
1148,pixelproject,0,2
1149,macakiss4,4,0
1150,andyescalona,0,72
1151,knowahhhh,2,0
1152,bbcnews,0,1
1153,commonwealthsec,0,1
1154,hcharvard,1,0
1155,sogayjen,0,1
1156,repmarkpocan,1,1
1157,karenloew,3,1
1158,changeovertime_,4,2
1159,gwenshockey,0,2
1160,nyclgbtsites,2,5
1161,merlucaheart,2,0
1162,imarajones,14,6
1163,nywomensfdn,0,1
1164,whipclyburn,2,0
1165,scotus,0,2
1166,nicolaihaddal,7,0
1167,tyrone_hanley,0,1
1168,repmcgovern,0,4
1169,housefloor,0,1
1170,lgbtq,0,2
1171,lgbtq_poverty,0,1
1172,nclrights,1,2
1173,blackandpinkbos,0,1
1174,notsoscify,3,0
1175,numarsci,0,2
1176,arachnologynerd,0,1
1177,queermsfrizzle,0,1
1178,wichitakid32,1,0
1179,dream_red_roses,1,0
1180,doorwaysva,2,0
1181,althouseorg,0,1
1182,andrea_cboom,2,0
1183,xiadaniguzman,1,0
1184,sparksviv,1,0
1185,chateauxgilgam1,1,0
1186,sha_nats_13i29,0,1
1187,peachyaliciaa,1,0
1188,hermit_hwarang,0,9
1189,xkhiemster,1,0
1190,st_vincent,0,1
1191,jaidapatteson,1,0
1192,lexielkinss,0,1
1193,tomandlorenzo,4,0
1194,thestonewallnyc,0,21
1195,tsstan13,1,0
1196,fangirlmypasion,1,0
1197,townshipbrands,1,0
1198,gspotlovestyle,0,1
1199,t_residentdemon,1,0
1200,lorian_dorian,2,0
1201,phantomrx,0,5
1202,navarro_hector,2,1
1203,montserrat33,0,3
1204,yolandandrade,0,3
1205,abbienbuenota,3,0
1206,mike_boulet,3,0
1207,fiertecappride,0,1
1208,jimwatsonottawa,0,1
1209,ottawacity,0,1
1210,harrys1409,2,0
1211,danielpedrotti6,1,0
1212,repjayapal,1,4
1213,tapsnapshare,2,0
1214,discovery,0,1
1215,tlc,0,1
1216,itsununnu,1,0
1217,k_atarie,0,5
1218,seifert_jim,1,0
1219,dusktod4wn,1,7
1220,janeqatdell,1,0
1221,aongusatdell,0,1
1222,_mjz97,1,0
1223,repdelgado,0,2
1224,columbiaps,1,0
1225,allofusresearch,0,3
1226,resto2021,4,0
1227,queenavril97,1,0
1228,jinxxnij13,4,0
1229,donaajuana,1,1
1230,ma_coriag,2,0
1231,var_har9,1,0
1232,coinexcom,0,8
1233,cleanthechurch,1,0
1234,nomupdate,0,1
1235,kungdesign,2,0
1236,wutangclan,0,1
1237,soulyogurt,0,1
1238,jasontgaffney,3,0
1239,repcardenas,0,1
1240,littlemermaid_k,2,0
1241,windarcheryt,0,1
1242,gbrockell,1,0
1243,myhnn,0,1
1244,partycatanthem,1,0
1245,taffylucy,0,1
1246,sapphicdeluxe,2,0
1247,borealisphil,1,0
1248,astraeaupdates,1,1
1249,taylovessarah13,6,1
1250,taylorswift13,0,19
1251,taylornation13,0,5
1252,justiceinaging,1,3
1253,gensilent,0,2
1254,manumanito,1,0
1255,alainsin,2,1
1256,abdisdone,1,0
1257,anasmohamed_35,0,1
1258,voregateing,1,0
1259,limeboiler,0,1
1260,dj_walnut,4,0
1261,chelthompson99,1,0
1262,irene_bane,0,8
1263,repmceachin,0,3
1264,itobyp,1,0
1265,grownish,0,4
1266,imtextinhaley,1,0
1267,michyssm,1,0
1268,houseofatredies,2,0
1269,hbly30_bly,1,0
1270,meekyetmighty,1,0
1271,yodisabledproud,0,1
1272,ncall_us,2,0
1273,onewing_ladybug,1,0
1274,alpha01256,0,1
1275,harryjones10799,2,0
1276,westridingfa,0,1
1277,proctert,1,0
1278,marytlf,2,0
1279,dogisgood,3,1
1280,senseofmindlife,0,1
1281,momsdemand,2,18
1282,jamesfranco_bb,1,0
1283,orgy_cdmx,1,4
1284,reelheart,3,1
1285,mpinkosh,0,2
1286,jennybede,0,2
1287,queerwest,0,2
1288,cloutpappijayy,1,0
1289,hotnewhiphop,0,3
1290,igd_news,2,2
1291,_tiltedscales,0,2
1292,joonsgooz,1,0
1293,repbarbaralee,0,53
1294,helixhighered,3,0
1295,aeieducation,0,1
1296,jfftweets,0,1
1297,smchavin,2,0
1298,mazonusa,0,1
1299,butterfl1ege,1,0
1300,mobfqueer,1,0
1301,iampheree,0,1
1302,nami_chan28,1,0
1303,mesteffic,0,1
1304,aidpr19,1,0
1305,expansionmx,0,7
1306,entela_memaj,2,0
1307,sfys_rwr,1,0
1308,c0sm4t1t0,0,1
1309,valeria_fin18,2,0
1310,edizionisonda,0,1
1311,versolibri,0,1
1312,alexlevifan,3,1
1313,tohmah1,0,1
1314,wir75178600,1,1
1315,heatherpaterson,9,0
1316,birminghamlgbt,0,4
1317,giresuk,0,1
1318,clini_q,0,2
1319,midlandszone,0,1
1320,attitudemag,2,3
1321,stonewalluk,0,14
1322,lgbtconsortium,0,1
1323,0hjamie,0,1
1324,bookcrushin,1,0
1325,perlarosaless25,1,0
1326,fedelema_,2,0
1327,kccitdark,1,0
1328,nickfolio,3,0
1329,dominicholden,0,1
1330,seekreporttruth,2,0
1331,huffpostlife,0,2
1332,garymarcwilson6,1,0
1333,sageusa,0,3
1334,washingtonpost,0,3
1335,agentcutiepie,1,0
1336,overlandblues,0,2
1337,dot_health,2,0
1338,queerlyhealth,0,1
1339,queerlyderrick,0,2
1340,tessathon,1,0
1341,target,0,1
1342,harryshumgod,2,0
1343,that_baked,1,0
1344,lgaairport,1,0
1345,nycpride,0,38
1346,truemarble,1,0
1347,georgiesbarap,0,1
1348,rupkathadutta26,1,0
1349,adamthealien,1,0
1350,danielmacaco2,4,0
1351,carlotalechaud,0,1
1352,beyapesht,0,1
1353,murilomatias17,0,1
1354,atumenlatado1,0,1
1355,t_mewada,1,0
1356,schulzmel,0,1
1357,sagi_1996,1,0
1358,umb_cm_phd,2,0
1359,iioannoulbs,0,1
1360,british_airways,0,1
1361,veeta08,1,0
1362,spaceforcecad,1,0
1363,ironhorse76,0,1
1364,ec_equality,1,0
1365,juniormoraleth,2,0
1366,skymama65,1,0
1367,sergiosiano92,0,2
1368,everastegui,0,1
1369,mattivi28,1,0
1370,newarkcsd,2,0
1371,mr_uveges,0,1
1372,newark_ms,0,1
1373,dad_darius,2,0
1374,blockmagician,1,0
1375,argodeonn,0,3
1376,wreckno,2,0
1377,imprinteclectic,0,1
1378,brand1films,0,1
1379,justinffranco1,2,0
1380,jfkairport,0,1
1381,aynabong,1,0
1382,anders_frieberg,1,0
1383,daveloebsack,0,2
1384,gizmonalaraven,1,0
1385,gslpyouth,0,1
1386,danieulalio,1,0
1387,hellolynne4ever,3,0
1388,juli17537511,1,0
1389,shanonhitchcock,0,4
1390,carlosv59568481,3,0
1391,humphreely,3,0
1392,dcauwatchtower,0,6
1393,gberlanti,0,7
1394,fulltime_alien,1,0
1395,mattsury_art,1,0
1396,meow_yukii,0,14
1397,jaredathornton,2,0
1398,mrleveaux,2,0
1399,anglin_iv,0,1
1400,lgbteqcaucus,6,14
1401,litcampymatt,1,0
1402,foglifterpress,0,1
1403,abby19864735,1,0
1404,zavalaxmarii,1,0
1405,warnerchannella,0,76
1406,mj_bambi_lmao,1,0
1407,hugojsetubal,1,1
1408,itsmebeccam,1,1
1409,kamalaharris,0,28
1410,shypup1987,1,0
1411,masterclarke97,0,8
1412,xspiritdesirex,1,0
1413,blktranstravel,0,1
1414,leslielohman,2,0
1415,momaps1,0,1
1416,chromat,0,1
1417,sarahkkennedy,1,0
1418,pezafi,3,0
1419,_francoom,0,1
1420,luislarrain,0,1
1421,aleeeexis,0,1
1422,charfogg38,1,0
1423,amberncantorna,0,1
1424,faitmilluh,1,0
1425,cater_paul,1,0
1426,sjb6991,1,0
1427,pinkpupurin,1,0
1428,themaarika,1,2
1429,nembotavy_0101,7,0
1430,indiebuzztweets,0,1
1431,protothedweeb,1,0
1432,hugothepinkcat,0,1
1433,guadaadachar,1,0
1434,j_cesarr93,1,0
1435,tokateke,2,0
1436,rogersphilip101,1,0
1437,mlthompson12,1,0
1438,irishgirlbragh_,4,0
1439,angrynatlpark,3,0
1440,imagine_garden,1,0
1441,pixiewarhol,0,1
1442,sweetgoodtweet,1,0
1443,tweeturopinioon,0,2
1444,dotglen,1,0
1445,repadamsmith,0,1
1446,lenacerrato1,1,0
1447,reneekendall198,0,1
1448,_shrimptshingy,1,0
1449,solutioneer72,3,0
1450,repdinatitus,0,1
1451,titzi1982,2,0
1452,glennwi82833189,2,0
1453,randallkane,2,0
1454,bainalerts,1,2
1455,hannahelliott,0,1
1456,oustuzhaninova,1,0
1457,michaeu_12589,1,0
1458,kaferinee,1,0
1459,jpderboghossian,0,1
1460,megaphonebitch,1,0
1461,g1rly_tattooed,1,0
1462,farberyanki,1,0
1463,shamizzack,1,0
1464,niptuckroman,0,1
1465,un_gusanito,8,1
1466,glitterandtrash,1,0
1467,octostarcreates,0,1
1468,brittdriggers,1,0
1469,inspireadvisor,0,1
1470,thegregling,4,0
1471,amazongoddess91,1,0
1472,anbeautifulsoul,0,1
1473,cordeiro_nelia,1,0
1474,_itsjustjustin,1,0
1475,groundedworld,0,1
1476,margaretspena,1,0
1477,3112angelica,1,0
1478,rooftopcomedy,2,0
1479,audible_com,0,1
1480,tanfrance,0,3
1481,elevenzip,1,0
1482,usirausirausira,0,1
1483,sonja_regine,1,0
1484,gruenekoeln,0,1
1485,daisyveronicaxo,2,0
1486,gracenapolitano,0,1
1487,takirrawd,1,0
1488,codykeenan,0,5
1489,vanjarodparis,1,0
1490,cutestcache,1,0
1491,dannyperez20,0,7
1492,kathyjiron,1,0
1493,ethicalsociety,2,0
1494,albert_heo,0,1
1495,medical1540,1,0
1496,queerkoreasex,0,1
1497,helloki79450922,1,0
1498,thetrychannel,4,12
1499,nicoleoconor,0,11
1500,mitchellgoudie,0,11
1501,sharkiemacg,0,12
1502,jamesmitchelltv,0,11
1503,consumersenergy,1,1
1504,shockco,1,1
1505,shakira,0,3
1506,aps_stamps,2,0
1507,usps,0,2
1508,nyphospital,1,0
1509,starcurlie,1,0
1510,astreopigeon,0,1
1511,dawsonmdhoust,1,0
1512,leliavalois,2,0
1513,iniiii5,1,0
1514,m_ifyj,0,1
1515,psksasha,1,0
1516,zyancharm,0,1
1517,loulachat,1,0
1518,maaoisora,1,0
1519,bloversbrasil,0,5
1520,montuckan,1,0
1521,louisfooi,1,0
1522,histlarry,0,2
1523,thesunsux,5,0
1524,odosreis5,1,0
1525,zarladoe,1,0
1526,kyoffie,0,8
1527,koreaweeaboo,2,0
1528,igorbnunes,0,1
1529,noutracoisa,0,1
1530,jilly_beans_art,1,0
1531,patriciagoddard,1,0
1532,stephrietz,0,1
1533,nsnoreilly,4,0
1534,foxsoccer,0,56
1535,mls,0,57
1536,sportingkc,0,56
1537,lafc,0,56
1538,isidro00,4,0
1539,ericrink,4,0
1540,corruptpolitic1,1,0
1541,sarah052794,5,0
1542,freeformtv,0,8
1543,gemin_black,1,0
1544,vminbin,2,0
1545,starryday95,0,1
1546,amanofpenrose,0,1
1547,matveone,4,0
1548,matthewclark76,4,0
1549,stacy1986a,4,0
1550,lisadonegal,4,1
1551,bucketlistbig,0,1
1552,motherdublin,0,1
1553,petunia_luv,3,0
1554,bhcosmetics,0,1
1555,elfcosmetics,0,1
1556,maybelline,0,1
1557,greatkingluis,4,0
1558,lesbemums,3,2
1559,mumsnetbloggers,0,1
1560,mumsnettowers,0,1
1561,historyedmnhs,2,0
1562,gay90s,0,1
1563,beckijayne,5,0
1564,craigroar_a_paw,4,0
1565,danirray,1,0
1566,osc_26,0,1
1567,diesel2199,4,0
1568,matt_corbishley,2,0
1569,bafromashgate,0,1
1570,ashgate_hospice,0,1
1571,theadmiredbrah,4,0
1572,pitterpatter31,1,0
1573,larrydaliberal,0,1
1574,janmthyker,4,0
1575,andrewcranmer2,4,0
1576,adamhallock,4,0
1577,jbaby181,4,0
1578,olloqui94,1,0
1579,kennydelgados,4,0
1580,nickcolazer16,4,0
1581,mae_sleeman,1,0
1582,hamiltonmusical,0,22
1583,timster27,1,0
1584,cristosal,0,2
1585,adawgma,1,0
1586,orgcorps2020,0,1
1587,lightielle,1,0
1588,punktromic,1,0
1589,michaelahammes,1,0
1590,bella_adamn,1,0
1591,qcc_cuny,4,1
1592,sum_research,0,1
1593,julianchristo,0,1
1594,intartheatre,0,1
1595,tylerkoenigs,1,0
1596,fragomen,0,1
1597,mmartinezbead,1,0
1598,lapride,0,2
1599,zbauer43,4,0
1600,jess__tavares,1,0
1601,cdx_journalism,1,0
1602,josmrqu66354070,1,0
1603,eva_epiphanies,1,1
1604,wehocity,2,0
1605,robinnhammond,0,1
1606,_yazzoo,1,0
1607,mindfulone1500,2,0
1608,malecswedding,1,0
1609,msn1091123,4,0
1610,soxsoldier,1,0
1611,marte4321,2,0
1612,aiaspeaks,0,1
1613,granahancoach,1,0
1614,namimass,0,1
1615,canadatunisie,1,0
1616,yeuxsurlemonde,1,1
1617,dayflor8,4,0
1618,chipunk71,2,0
1619,supersons2,1,0
1620,theyoheibeast,2,0
1621,kampmanntiffany,2,0
1622,govofco,0,1
1623,jaredpolis,0,5
1624,alexei_gp,1,0
1625,fashandmagcom,1,0
1626,koleoso1,0,1
1627,ksucarlos,4,0
1628,rjscott_author,1,0
1629,chriskilroy,4,0
1630,aprildraw1,1,0
1631,beckyfrominglew,1,0
1632,tvwizard85,3,0
1633,gautiverse,1,0
1634,dyakins,4,0
1635,noblesv,2,0
1636,georgiasoares,1,0
1637,stevenjthompson,1,0
1638,pennstate,0,1
1639,lexi_mitch,4,0
1640,songjihye16,1,0
1641,rebekah_wells,3,0
1642,comingoutpod,0,4
1643,vangsness,0,3
1644,crimminds_cbs,0,3
1645,scarmenndez1,2,0
1646,aoc,0,1
1647,cabanforqueens,0,4
1648,gackttoes,1,0
1649,rlleydecker,1,0
1650,ladiesonlucifer,0,1
1651,mouetteroquefor,1,0
1652,nocontextcegf,0,1
1653,__gahleelah__,0,8
1654,kniazskrime,1,0
1655,tyrootweets,0,1
1656,wanderathon,1,0
1657,maybemattturner,4,0
1658,lehmatan,1,0
1659,harryslaughxx_,1,0
1660,harry_styles,0,1
1661,goebel_helena,1,0
1662,deidadcyj,1,0
1663,johnamcalpine1,4,0
1664,matthewwins,1,0
1665,earnup,0,1
1666,jmbtyy_,1,0
1667,naswnc,2,0
1668,nc_governor,0,3
1669,flonc,0,5
1670,blueforlifekc,4,0
1671,the_jennaiii,1,0
1672,tayalm175,5,0
1673,baverstocsteven,4,0
1674,lukewill101,2,0
1675,explorebeyond,2,0
1676,westworldhbo,0,1
1677,lenawaithe,0,2
1678,laurielnogueira,1,0
1679,vaipabllo,0,2
1680,paulwooodhead,1,0
1681,wiccanmagic97,1,0
1682,deanscherrypie,0,2
1683,zacharyhall_,4,0
1684,markanthonysatx,2,0
1685,kimtwi829,4,0
1686,musictramp,1,0
1687,naejcb,1,0
1688,jackylira1,0,1
1689,daveml01,1,0
1690,passportmag,1,0
1691,dorthahise,2,0
1692,loviingcabello,2,0
1693,myhaireatskids,2,0
1694,tlbbhfoundation,3,0
1695,lionelrichie,0,1
1696,trevormaisiri,0,1
1697,steveedwardsja,0,1
1698,peppermintwish,1,0
1699,alphadeathclaw,0,1
1700,sprinklr,3,1
1701,ivanachapman,0,1
1702,sixugiy,1,0
1703,atlantamagazine,2,0
1704,common,0,1
1705,atlantasymphony,0,1
1706,kroptenainc132,2,0
1707,tigerlion_art,0,14
1708,jbschp,1,0
1709,pepsi,0,1
1710,gmogelnicki,4,0
1711,rangonzalez_,2,0
1712,darktp2702,1,0
1713,unitewomenal,1,0
1714,cvrevive37,1,1
1715,jemma__love,0,2
1716,addiesbitch,1,0
1717,impulsivewoman,5,0
1718,penelopepeace,0,1
1719,j2mjoy,1,0
1720,castielofemurp,0,1
1721,foundry876,4,0
1722,daniela05577603,1,0
1723,lonelylovebxb,0,2
1724,matt_wulff,4,0
1725,andrealiciust,2,0
1726,incogneato111,1,0
1727,writer6,1,0
1728,moonshleys,3,0
1729,conejo_de_fuego,1,0
1730,iamtheaardvark,1,0
1731,uniquepaleoart,0,1
1732,my_simplemind,4,0
1733,mhcrisisangels,0,20
1734,vinayinnewyork,3,1
1735,bnppamericas,0,1
1736,marketsmedia,0,1
1737,titia_angel,1,0
1738,octavioaguado33,4,0
1739,princeof_gotham,3,0
1740,gma,7,34
1741,rupaulsdragrace,0,6
1742,micropeen,5,0
1743,suzannehatesyou,2,0
1744,contentwh0re,0,1
1745,soniaharcourtxx,0,2
1746,spottschrift,5,0
1747,plantplacething,1,0
1748,gradam1,1,0
1749,instinctmag,0,4
1750,gimli0413,2,0
1751,vivaelperu,3,0
1752,darkass15777104,2,0
1753,johncasely,1,0
1754,fedegox51,1,0
1755,spenceerrr,2,0
1756,jmmart_2012,1,0
1757,marioed38413558,1,0
1758,stevenbriggsxxx,0,1
1759,trevorjupdates,1,0
1760,samperib,2,0
1761,stagefaves,2,0
1762,thevaultsuk,0,1
1763,srproductions49,0,1
1764,jmal1039,1,0
1765,com1cbooks,1,0
1766,themisseddigit,0,1
1767,corabiebsvettel,3,0
1768,noemibsrrientos,1,0
1769,mckennalewallen,0,1
1770,catgal1998,1,0
1771,sesamestreet,0,486
1772,kinto639,1,0
1773,napierinframe,1,0
1774,mherz67,1,0
1775,ussupremecourt,0,1
1776,ambywerewolf,1,0
1777,antoniocer0420,4,0
1778,stephroyalty,2,0
1779,thehazardsolove,1,0
1780,rushadthomas,1,0
1781,spaceysharkyuri,1,0
1782,accessfreely,1,0
1783,kanopy,0,1
1784,mikehalden,1,0
1785,pathways_ofhope,1,0
1786,fairhousingfoun,0,1
1787,elevendayslater,1,0
1788,hongandbo,0,1
1789,chase_cactus,1,0
1790,clifw,2,0
1791,robinlynnekelly,0,2
1792,therealduckbert,1,0
1793,hat_dogg,2,0
1794,yaralaris,1,0
1795,nerdiscoverysho,0,1
1796,mizzhelz07,4,0
1797,lmjonradio,0,4
1798,bachelor4m,0,1
1799,klausseance,1,0
1800,nsmhistory,1,0
1801,smithsonianmag,0,1
1802,angewalkerbks,1,0
1803,namepinding,1,0
1804,outyouth,0,1
1805,tokiohotelstt,1,0
1806,nobodys_art,0,3
1807,yamszilla,2,0
1808,averagedisnerd,0,1
1809,zebracoalition,0,1
1810,bass_emad,1,0
1811,sangredeleyenda,0,1
1812,blazing_gigs,1,0
1813,cr8tivecandy,1,0
1814,pauvargasch,1,0
1815,asianbay,0,1
1816,viacomvelocity,3,1
1817,whosay,0,1
1818,viacom,0,2
1819,plascencianews,3,0
1820,questcnn,0,1
1821,glaad,0,123
1822,sarahkateellis,0,2
1823,cantarella_rose,1,0
1824,seanyodarouse,1,0
1825,astrosoda,1,0
1826,mummymans,1,0
1827,upliftfamily,1,0
1828,lpobryan,1,0
1829,jaimist0,0,6
1830,krakenfriendly,1,0
1831,matthurwitzwf,2,0
1832,lalgbtcenter,0,5
1833,wellsfargo,0,3
1834,they_callme_ari,1,0
1835,stoupasteresa,2,0
1836,ecook_seh,4,1
1837,tolerance_org,0,7
1838,nicholasguille6,1,0
1839,susanamendoza10,0,3
1840,fenix_troia,1,0
1841,angelhotbear,0,9
1842,andrewctenor,1,0
1843,harnischfound,1,0
1844,ultraviolet,0,1
1845,joseign34245919,1,0
1846,agitatedavocado,1,0
1847,ithurts2bealive,2,0
1848,bennybotros,1,0
1849,robwillb,1,0
1850,egitto86,1,0
1851,citi,0,9
1852,shikhajainmd,1,1
1853,rushmedical,0,2
1854,lynnea58,1,0
1855,phillips66co,0,1
1856,izzysaks,1,0
1857,compeancompean2,1,0
1858,iamsheadiamond,0,3
1859,tmcqu33n,1,0
1860,emmawalshtho,1,0
1861,joofoster1,1,0
1862,astroskuii,1,0
1863,_sarafranco,1,0
1864,bert_riznand,1,0
1865,luckygirlsshop,17,0
1866,theofficenbc,0,17
1867,miatoon12,1,0
1868,grizznom,1,0
1869,arcoiriscordoba,5,1
1870,isguiz,0,1
1871,personascordoba,0,1
1872,aleascordoba,0,1
1873,cordoba_diversa,0,1
1874,offleashpr,1,0
1875,trevorproject,0,43
1876,mreckgm,2,0
1877,thegame,0,1
1878,djmistercee,0,1
1879,elliottdwagon,1,0
1880,7abricio,3,0
1881,revistanegrxs,0,3
1882,erchxspinha,0,3
1883,johanmijail,0,1
1884,the_us_gov,9,0
1885,ahsokabendu413,2,0
1886,clarkewolfe,0,1
1887,fangoria,0,3
1888,tricksterbelle,1,0
1889,sra_medusa,1,0
1890,lezore26,1,0
1891,bgipu,1,0
1892,undp,0,19
1893,rubyjooce,2,0
1894,angeloclouw,0,2
1895,maccosmetics,0,2
1896,_peterpanne,1,0
1897,rwseattle,0,1
1898,13buzza,2,0
1899,edmarkey,0,6
1900,lukebird,4,0
1901,robinnewmanbook,1,0
1902,tom29461153,2,0
1903,sroit,1,0
1904,burberryant,1,0
1905,alexis_torres17,1,0
1906,lisetteochoa,0,1
1907,scoopriches,1,0
1908,educationweek,2,1
1909,sabiaprescott,0,3
1910,cambridgefella,1,0
1911,ohemgeelizabeth,1,0
1912,freespiritbooks,2,1
1913,writerafsaneh,0,1
1914,catwomanjs,1,0
1915,milkmaju,1,0
1916,adriana95039750,1,0
1917,0269andy,1,0
1918,careprotectltd,0,1
1919,thebigjoe44,1,0
1920,gaucoin13,2,0
1921,lylajoyrose,0,1
1922,jasonnixonab,0,1
1923,modernpoly,12,0
1924,thatchrisryan,0,1
1925,evilgrrl,0,1
1926,tartantantrum,0,1
1927,gittelspawn,1,0
1928,scottgr60613,3,1
1929,littleriky,1,0
1930,boricuabeauty84,2,0
1931,puertoricopur,0,3
1932,opencardboard,2,0
1933,necktopp,1,0
1934,haveweallgonem1,0,5
1935,kokkozambrano,3,0
1936,kunfupanda2,0,1
1937,celidalopezc,0,1
1938,conapred,0,4
1939,chmb1999,2,0
1940,pheazandt,1,0
1941,tonykchoi,1,0
1942,brooks80dale,1,0
1943,literarycandy,5,0
1944,cedricmccay,0,1
1945,rappublicist,0,1
1946,kjbennettbeauty,0,2
1947,edangmaliit_,1,0
1948,cocopazzo,1,0
1949,schizmishajodie,1,0
1950,miavyy_tv,0,2
1951,suzannejkim,1,0
1952,cbsthismorning,0,6
1953,oxhazelxo,5,0
1954,gnelalbatros,7,0
1955,gomangomexico,0,1
1956,monstro_fitness,0,1
1957,redesgay,0,1
1958,chacalesmayates,0,1
1959,yunzitao,0,1
1960,chao_velo,0,1
1961,bevhenwood,1,0
1962,mieltrj,1,0
1963,dredgebad,1,0
1964,iatse,0,4
1965,elpepe___,1,0
1966,tinyrosed,2,0
1967,hentai9zoe,1,0
1968,dubstep_edm_,1,0
1969,iamshaybae1,0,1
1970,fjbeecher,2,0
1971,vaybertaytsh,1,0
1972,amkseigel,0,1
1973,hidden_signs,6,0
1974,bogiperson,1,0
1975,thesteveberman,0,1
1976,freedom4allusa,12,5
1977,jimobergefell,0,2
1978,gardnerphil,2,0
1979,repdennyheck,0,2
1980,inigio_,1,0
1981,geraldsexon,1,0
1982,natemare117,1,0
1983,queerwhore,1,0
1984,thegoodcatboy,0,5
1985,grupodima,2,0
1986,romanzamx,1,2
1987,hiltonpdc,2,2
1988,rubyrobertacd,1,0
1989,mtfmakeup,0,1
1990,jenifer1515,2,0
1991,litezero95,1,0
1992,soumisd3,0,1
1993,ohnajla,1,0
1994,binderfaith1,1,0
1995,fbi,0,19
1996,elpinchegay,2,0
1997,karlacamilalove,3,0
1998,aubinewbie,12,0
1999,adrienrohard,0,1
2000,francetele,0,1
2001,ftvpride,0,1
2002,barbc9988,1,0
2003,zoiefananna2,1,0
2004,aprodrig77,1,0
2005,blvckpantherpo,1,0
2006,smedian_network,0,2
2007,rgrigos,1,0
2008,redcrossny,0,1
2009,bananafishexe,1,0
2010,marieconstancy,1,0
2011,gagapxulson,0,1
2012,geoffrey_thathi,1,0
2013,rhodatorralba_,1,0
2014,_hamletbot,1,0
2015,twinpeaksunwrap,1,0
2016,datemeshow,0,1
2017,briananthmdna1,1,0
2018,amaterial_boi,0,1
2019,ohernrizzo,1,0
2020,starnitemare,1,0
2021,import_woke,1,0
2022,dulcedemon,2,0
2023,padems,0,2
2024,johnfetterman,0,2
2025,onetruekayla,3,0
2026,maximus_gayus_,1,0
2027,fbolejack,4,0
2028,injtokyo,3,0
2029,flagmanireland,0,1
2030,montarec,1,0
2031,douglasegovia,0,1
2032,cultfiction75,5,0
2033,akamaichu,1,0
2034,royaltonresorts,0,1
2035,kiathlin,1,0
2036,circuitrain,1,0
2037,pw11rep,1,0
2038,memejoume,1,0
2039,cat_mama_neal,3,0
2040,rob_creighton,3,0
2041,conclave,0,1
2042,theqhblend,4,6
2043,albumism,0,7
2044,commfoodshare,0,1
2045,careandsharefb,0,1
2046,food4larimerco,0,1
2047,foodbankrockies,0,1
2048,weldfoodbank,0,1
2049,librariesval,1,0
2050,chicago_reader,0,7
2051,bridget_pgh,1,0
2052,aclupa,0,1
2053,sid7point9,2,0
2054,heathenonyx,0,1
2055,marwilliamson,0,5
2056,hillsborohops,2,1
2057,tuality,0,1
2058,transam0202,1,0
2059,jarue369,0,37
2060,hypersonicxlc,1,0
2061,captainbacon25,5,0
2062,_softwebber_,1,0
2063,lehrkellie,1,0
2064,blackswan725,1,0
2065,youtounihiru,1,0
2066,southernfemale5,1,0
2067,derrickresists,0,2
2068,padmeahsoka,1,0
2069,barelybryant,1,0
2070,queenalesiaa,1,0
2071,taliyahlaren,0,1
2072,phyllis22143438,1,0
2073,teamjoe,0,3
2074,kha07mejia,1,0
2075,henrybarillassv,0,1
2076,seek_integrity,3,0
2077,drdavidfawcett,0,7
2078,mar_pasan,3,3
2079,marenpas,0,2
2080,trooodiii,1,0
2081,thailifeplc,0,14
2082,ahmnplgbt,2,2
2083,worldpridepty,0,5
2084,lisamathieson1,1,0
2085,married_honey,2,0
2086,alexismontanaa,2,0
2087,rozluznienie,1,0
2088,zalandotech,0,1
2089,stevewmcfarland,2,0
